"zipcode","centile","superzip","rank","city","state","adultpop","households","college","income","State","Congressional.District"
"293",1970,69.84881,0,4525,"Salem","MA",28169,9750,"31.14062%",72.74833,25,6
"294",1982,92.92792,0,1082,"South Hamilton","MA",5524,2152,"52.51629%",104.4589,25,6
"295",1983,96.52943,1,564,"Topsfield","MA",4135,1718,"51.97098%",136.6115,25,6
"296",1984,95.50696,1,717,"Wenham","MA",2403,952,"50.64503%",128.15,25,6
"297",1985,96.67178,1,542,"West Newbury","MA",2787,1192,"57.23%",129.5178,25,6
"298",2019,73.12627,0,4027,"Bellingham","MA",10362,4306,"21.97452%",94.24397,25,2
"299",2019,73.12627,0,4027,"Bellingham","MA",10362,4306,"21.97452%",94.24397,25,4
"300",2021,91.34452,0,1311,"Canton","MA",14541,5562,"45.21697%",108.4053,25,8
"301",2025,97.23677,1,452,"Cohasset","MA",5055,2060,"60.73195%",130.9391,25,8
"302",2026,81.58437,0,2736,"Dedham","MA",16989,6169,"32.99194%",94.5787,25,8
"303",2030,99.90133,1,30,"Dover","MA",3586,1571,"77.80256%",205.5129,25,4
"304",2032,91.69291,0,1257,"East Walpole","MA",2691,1044,"43.6269%",113.3022,25,8
"305",2035,86.89359,0,1932,"Foxboro","MA",11018,4413,"37.50227%",103.0533,25,4
"306",2038,90.34101,0,1459,"Franklin","MA",18736,7894,"42.69321%",106.9957,25,4
"307",2043,96.66727,1,543,"Hingham","MA",13581,5493,"57.52154%",128.9267,25,8
"308",2045,73.71499,0,3942,"Hull","MA",7957,2851,"30.08672%",81.45564,25,8
"309",2048,88.75462,0,1676,"Mansfield","MA",14306,5939,"42.12918%",102.0686,25,4
"310",2050,85.20119,0,2189,"Marshfield","MA",16654,6746,"35.84124%",100.1948,25,8
"311",2050,85.20119,0,2189,"Marshfield","MA",16654,6746,"35.84124%",100.1948,25,9
"312",2052,98.15637,1,323,"Medfield","MA",7702,3316,"62.10075%",142.4316,25,4
"313",2053,91.41205,0,1301,"Medway","MA",7960,3337,"43.51759%",111.9659,25,4
"314",2054,84.30965,0,2318,"Millis","MA",5407,2193,"37.50694%",94.3708,25,4
"315",2056,91.22034,0,1333,"Norfolk","MA",7106,2433,"37.89755%",120.3005,25,4
"316",2061,95.5397,1,712,"Norwell","MA",6564,2732,"51.87386%",126.5378,25,9
"317",2062,84.40247,0,2304,"Norwood","MA",20788,7441,"39.21493%",91.74644,25,8
"318",2066,92.93275,0,1081,"Scituate","MA",12133,4812,"47.95187%",112.3961,25,8
"319",2067,97.44172,1,422,"Sharon","MA",11464,4953,"63.07572%",129.6119,25,4
"320",2071,88.5527,0,1711,"South Walpole","MA",649,277,"40.98613%",103.035,25,8
"321",2071,88.5527,0,1711,"South Walpole","MA",649,277,"40.98613%",103.035,25,4
"322",2072,77.10741,0,3416,"Stoughton","MA",19209,7309,"28.38253%",91.45616,25,4
"323",2072,77.10741,0,3416,"Stoughton","MA",19209,7309,"28.38253%",91.45616,25,8
"324",2081,89.61333,0,1566,"Walpole","MA",12581,4672,"38.98736%",110.2961,25,8
"325",2081,89.61333,0,1566,"Walpole","MA",12581,4672,"38.98736%",110.2961,25,4
"326",2090,97.12659,1,474,"Westwood","MA",9707,3880,"57.41218%",134.9992,25,8
"327",2093,90.95753,0,1372,"Wrentham","MA",7133,2650,"39.14202%",116.4522,25,4
"328",2108,99.96086,1,13,"Boston","MA",2874,592,"72.51218%",229.9284,25,8
"329",2109,97.23901,1,451,"Boston","MA",3080,634,"65.94156%",122.1246,25,8
"330",2110,99.31499,1,117,"Boston","MA",1246,309,"76.72552%",159.1598,25,7
"331",2110,99.31499,1,117,"Boston","MA",1246,309,"76.72552%",159.1598,25,8
"332",2111,22.07605,0,15777,"Boston","MA",3634,925,"24.79362%",30.49192,25,7
"333",2113,90.6624,0,1415,"Boston","MA",5252,926,"60.377%",78.456,25,8
"334",2114,98.59532,1,238,"Boston","MA",9223,1570,"70.73621%",137.7975,25,8
"335",2115,83.12774,0,2494,"Boston","MA",11071,2268,"60.04878%",52.45961,25,7
"336",2116,98.2205,1,309,"Boston","MA",14520,3085,"69.6281%",130.5678,25,7
"337",2118,65.5435,0,5215,"Boston","MA",16290,3343,"43.92879%",43.34302,25,8
"338",2118,65.5435,0,5215,"Boston","MA",16290,3343,"43.92879%",43.34302,25,7
"339",2119,14.22147,0,18577,"Boston","MA",14240,5528,"14.92978%",40.07271,25,7
"340",2120,44.56377,0,9473,"Boston","MA",5796,1998,"32.17736%",36.91224,25,7
"341",2121,8.316151,0,20895,"Boston","MA",13891,6090,"12.23814%",37.57389,25,7
"342",2122,34.99115,0,11823,"Boston","MA",14836,5268,"17.69345%",53.44684,25,8
"343",2122,34.99115,0,11823,"Boston","MA",14836,5268,"17.69345%",53.44684,25,7
"344",2124,30.23862,0,13237,"Boston","MA",30470,12098,"17.3679%",49.95424,25,8
"345",2124,30.23862,0,13237,"Boston","MA",30470,12098,"17.3679%",49.95424,25,7
"346",2125,30.57173,0,13117,"Boston","MA",20446,7286,"19.07464%",47.32858,25,8
"347",2125,30.57173,0,13117,"Boston","MA",20446,7286,"19.07464%",47.32858,25,7
"348",2126,33.10415,0,12341,"Mattapan","MA",17058,7035,"15.52937%",55.54423,25,7
"349",2127,58.20771,0,6531,"Boston","MA",21510,6267,"27.58252%",60.94462,25,7
"350",2127,58.20771,0,6531,"Boston","MA",21510,6267,"27.58252%",60.94462,25,8
"351",2128,13.8328,0,18718,"Boston","MA",24819,8768,"10.43958%",47.43973,25,5
"352",2128,13.8328,0,18718,"Boston","MA",24819,8768,"10.43958%",47.43973,25,7
"353",2129,86.66237,0,1961,"Charlestown","MA",11394,3295,"51.07952%",78.99212,25,7
"354",2130,79.72589,0,3005,"Jamaica Plain","MA",25886,6967,"46.83613%",66.16979,25,8
"355",2130,79.72589,0,3005,"Jamaica Plain","MA",25886,6967,"46.83613%",66.16979,25,7
"356",2131,68.38831,0,4754,"Roslindale","MA",21956,7667,"31.5859%",69.55909,25,8
"357",2131,68.38831,0,4754,"Roslindale","MA",21956,7667,"31.5859%",69.55909,25,7
"358",2132,86.43726,0,1998,"West Roxbury","MA",18355,6131,"43.25797%",91.70853,25,8
"359",2132,86.43726,0,1998,"West Roxbury","MA",18355,6131,"43.25797%",91.70853,25,7
"360",2134,73.2508,0,4004,"Allston","MA",11721,2859,"48.91221%",48.26352,25,7
"361",2135,85.06275,0,2206,"Brighton","MA",29568,7165,"54.92762%",66.88113,25,7
"362",2136,53.20389,0,7520,"Hyde Park","MA",18617,6996,"21.57705%",64.80727,25,8
"363",2136,53.20389,0,7520,"Hyde Park","MA",18617,6996,"21.57705%",64.80727,25,7
"364",2138,97.97018,1,347,"Cambridge","MA",21761,5631,"79.23809%",110.334,25,7
"365",2138,97.97018,1,347,"Cambridge","MA",21761,5631,"79.23809%",110.334,25,5
"366",2139,88.00108,0,1787,"Cambridge","MA",22304,5815,"62.74211%",63.56113,25,5
"367",2139,88.00108,0,1787,"Cambridge","MA",22304,5815,"62.74211%",63.56113,25,7
"368",2140,90.56548,0,1430,"Cambridge","MA",12455,3577,"60.85106%",76.89865,25,5
"369",2140,90.56548,0,1430,"Cambridge","MA",12455,3577,"60.85106%",76.89865,25,7
"370",2141,70.12657,0,4478,"Cambridge","MA",8628,2552,"38.58368%",60.45296,25,7
"371",2141,70.12657,0,4478,"Cambridge","MA",8628,2552,"38.58368%",60.45296,25,5
"372",2142,97.35107,1,434,"Cambridge","MA",1183,369,"89.26458%",83.55172,25,7
"373",2143,80.51662,0,2891,"Somerville","MA",18508,4641,"45.99092%",69.60093,25,7
"374",2144,87.1021,0,1908,"Somerville","MA",17037,4316,"51.93989%",78.81429,25,7
"375",2145,51.87712,0,7808,"Somerville","MA",18119,5987,"24.12937%",58.68901,25,7
"376",2145,51.87712,0,7808,"Somerville","MA",18119,5987,"24.12937%",58.68901,25,5
"377",2148,64.66673,0,5360,"Malden","MA",40572,13673,"26.1535%",72.64633,25,5
"378",2148,64.66673,0,5360,"Malden","MA",40572,13673,"26.1535%",72.64633,25,7
"379",2149,42.42101,0,9935,"Everett","MA",26399,9610,"14.66722%",65.21786,25,7
"380",2150,8.739959,0,20700,"Chelsea","MA",21597,7686,"10.01991%",42.01319,25,7
"381",2151,34.09381,0,12053,"Revere","MA",33723,11863,"13.48635%",59.97308,25,5
"382",2151,34.09381,0,12053,"Revere","MA",33723,11863,"13.48635%",59.97308,25,7
"383",2152,74.91795,0,3754,"Winthrop","MA",13610,4596,"28.99339%",85.90409,25,7
"384",2152,74.91795,0,3754,"Winthrop","MA",13610,4596,"28.99339%",85.90409,25,5
"385",2155,75.3557,0,3688,"Medford","MA",39791,13556,"31.82881%",81.87668,25,7
"386",2155,75.3557,0,3688,"Medford","MA",39791,13556,"31.82881%",81.87668,25,5
"387",2163,93.33204,0,1028,"Boston","MA",972,139,"89.40329%",43.25933,25,7
"388",2169,71.30249,0,4292,"Quincy","MA",39027,12259,"30.74026%",76.23439,25,8
"389",2170,76.28663,0,3549,"Quincy","MA",14044,4458,"32.83965%",82.07544,25,8
"390",2171,76.48124,0,3525,"Quincy","MA",12449,3971,"33.69749%",80.88552,25,8
"391",2176,87.81177,0,1807,"Melrose","MA",19697,7101,"40.05686%",102.1811,25,5
"392",2180,80.1134,0,2952,"Stoneham","MA",16310,5880,"31.60025%",93.27634,25,5
"393",2184,81.29129,0,2772,"Braintree","MA",24088,8888,"31.79592%",96.00007,25,8
"394",2186,95.34032,1,745,"Milton","MA",17092,6777,"52.18816%",123.3838,25,8
"395",2186,95.34032,1,745,"Milton","MA",17092,6777,"52.18816%",123.3838,25,7
"396",2188,69.20233,0,4629,"Weymouth","MA",10504,3747,"25.40937%",81.55894,25,8
"397",2189,65.65282,0,5194,"East Weymouth","MA",10512,3839,"23.54452%",78.61814,25,8
"398",2190,77.37134,0,3372,"South Weymouth","MA",11059,4068,"30.1926%",88.96126,25,8
"399",2191,71.18608,0,4309,"North Weymouth","MA",6367,2391,"24.04586%",87.61443,25,8
"400",2199,99.59599,1,71,"Boston","MA",909,184,"76.67767%",176.6097,25,7
"401",2210,97.02859,1,NA,"Boston","MA",334,85,"69.16168%",113.5703,25,8
"402",2215,91.26156,0,1328,"Boston","MA",7551,1179,"71.12965%",63.16885,25,4
"403",2215,91.26156,0,1328,"Boston","MA",7551,1179,"71.12965%",63.16885,25,7
"404",2301,33.43523,0,12256,"Brockton","MA",38431,14523,"15.34438%",56.12481,25,8
"405",2302,38.91532,0,10806,"Brockton","MA",20997,8207,"11.43497%",67.69315,25,8
"406",2322,63.45964,0,5576,"Avon","MA",3116,1223,"21.181%",79.27325,25,8
"407",2324,80.00484,0,2963,"Bridgewater","MA",15748,5641,"29.53391%",96.6421,25,8
"408",2330,55.16721,0,7121,"Carver","MA",7343,3036,"13.80907%",80.72861,25,9
"409",2332,97.61029,1,394,"Duxbury","MA",9365,3964,"59.61559%",138.926,25,9
"410",2333,69.77078,0,4538,"East Bridgewater","MA",8451,3439,"22.22222%",88.01064,25,8
"411",2338,67.54457,0,4883,"Halifax","MA",5122,2063,"21.30027%",85.89755,25,9
"412",2339,90.15856,0,1493,"Hanover","MA",8458,3558,"38.31875%",113.5454,25,9
"413",2341,72.76079,0,4076,"Hanson","MA",6144,2560,"24.49544%",89.40061,25,9
"414",2343,61.709,0,5885,"Holbrook","MA",7514,2887,"18.32579%",81.54978,25,8
"415",2346,60.23367,0,6136,"Middleboro","MA",12992,5161,"19.61207%",77.49361,25,9
"416",2347,82.89195,0,2530,"Lakeville","MA",6637,2667,"32.60509%",98.99316,25,9
"417",2347,82.89195,0,2530,"Lakeville","MA",6637,2667,"32.60509%",98.99316,25,4
"418",2351,70.56953,0,4405,"Abington","MA",9864,3768,"22.00933%",89.99688,25,8
"419",2356,91.45193,0,1295,"North Easton","MA",7302,2990,"42.87866%",113.3245,25,4
"420",2359,79.86559,0,2982,"Pembroke","MA",11081,4571,"28.52631%",98.05038,25,9
"421",2360,70.84416,0,4366,"Plymouth","MA",34627,13422,"26.49089%",82.72662,25,9
"422",2364,76.85794,0,3464,"Kingston","MA",7943,3155,"31.67569%",85.12607,25,9
"423",2367,79.04919,0,3103,"Plympton","MA",1706,726,"27.25674%",98.07,25,9
"424",2368,69.97384,0,4508,"Randolph","MA",21817,8087,"26.41976%",81.06074,25,8
"425",2368,69.97384,0,4508,"Randolph","MA",21817,8087,"26.41976%",81.06074,25,7
"426",2370,59.35441,0,6311,"Rockland","MA",11813,4637,"18.20029%",78.57107,25,9
"427",2375,85.60561,0,2123,"South Easton","MA",6640,2620,"36.0241%",101.1795,25,4
"428",2379,65.98055,0,5138,"West Bridgewater","MA",4633,1788,"20.22448%",84.93385,25,8
"429",2382,66.49697,0,5054,"Whitman","MA",9037,3638,"21.72181%",83.30196,25,8
"430",2420,98.70203,1,220,"Lexington","MA",9825,3910,"69.34351%",143.2489,25,5
"431",2421,98.83808,1,194,"Lexington","MA",11480,4564,"68.78049%",148.61,25,5
"432",2445,98.66527,1,227,"Brookline","MA",18688,6199,"75.24615%",131.385,25,4
"433",2446,98.28738,1,294,"Brookline","MA",21701,5839,"78.24524%",117.157,25,4
"434",2451,82.80151,0,2542,"Waltham","MA",12858,4282,"39.31405%",87.14893,25,5
"435",2452,87.33976,0,1871,"Waltham","MA",7858,2428,"41.63909%",97.59273,25,5
"436",2453,77.5726,0,3337,"Waltham","MA",19196,5851,"36.5597%",78.41547,25,5
"437",2458,96.72677,1,535,"Newton","MA",8907,2822,"65.16223%",116.2378,25,4
"438",2459,99.24898,1,125,"Newton Center","MA",11790,4518,"73.5369%",160.147,25,4
"439",2460,97.79689,1,368,"Newtonville","MA",7052,2354,"65.59841%",131.1967,25,4
"440",2461,98.97039,1,172,"Newton Highlands","MA",4538,1861,"72.78537%",146.6643,25,4
"441",2462,95.23708,1,758,"Newton Lower Falls","MA",1200,360,"58.08333%",112.6903,25,4
"442",2464,96.34895,1,589,"Newton Upper Falls","MA",2152,646,"64.49814%",113.399,25,4
"443",2465,96.17059,1,614,"West Newton","MA",8004,2968,"58.22089%",122.054,25,4
"444",2466,97.79362,1,369,"Auburndale","MA",4819,1650,"63.62316%",134.586,25,4
"445",2467,98.1961,1,313,"Chestnut Hill","MA",5916,2090,"73.4449%",123.5944,25,8
"446",2467,98.1961,1,313,"Chestnut Hill","MA",5916,2090,"73.4449%",123.5944,25,7
"447",2467,98.1961,1,313,"Chestnut Hill","MA",5916,2090,"73.4449%",123.5944,25,4
"448",2468,99.92398,1,25,"Waban","MA",3980,1677,"81.45729%",201.9248,25,4
"449",2472,87.38996,0,1865,"Watertown","MA",25300,7416,"47.24901%",88.18585,25,4
"450",2472,87.38996,0,1865,"Watertown","MA",25300,7416,"47.24901%",88.18585,25,5
"451",2474,90.70387,0,1409,"Arlington","MA",19461,6702,"49.45789%",97.49073,25,5
"452",2476,95.29974,1,753,"Arlington","MA",12965,4204,"57.8172%",113.3938,25,5
"453",2478,97.06864,1,483,"Belmont","MA",17570,6512,"63.11326%",124.1762,25,5
"454",2481,99.67262,1,59,"Wellesley Hills","MA",9273,3866,"79.52119%",180.2932,25,4
"455",2482,99.3258,1,113,"Wellesley","MA",6955,2688,"71.04242%",170.9661,25,4
"456",2492,98.85716,1,190,"Needham","MA",13178,5330,"68.94825%",149.4953,25,4
"457",2493,99.97501,1,9,"Weston","MA",7373,3035,"75.09833%",236.7292,25,5
"458",2494,96.21152,1,608,"Needham Heights","MA",6552,2470,"56.70024%",124.9582,25,4
"459",2532,56.26522,0,6910,"Buzzards Bay","MA",10238,3883,"22.35788%",67.39763,25,9
"460",2534,87.6405,0,1829,"Cataumet","MA",691,276,"50.07236%",84.3402,25,9
"461",2535,85.99239,0,2064,"Chilmark","MA",879,322,"53.24232%",72.92355,25,9
"462",2536,63.94392,0,5493,"East Falmouth","MA",13903,5567,"27.24592%",69.53294,25,9
"463",2537,88.27869,0,1749,"East Sandwich","MA",4015,1687,"44.20922%",96.45512,25,9
"464",2538,32.72614,0,12452,"East Wareham","MA",1808,787,"14.26991%",57.37749,25,9
"465",2539,73.90168,0,3915,"Edgartown","MA",2716,962,"35.67747%",72.11806,25,9
"466",2540,87.77429,0,1812,"Falmouth","MA",7424,2323,"47.48114%",89.29339,25,9
"467",2542,43.53178,0,9698,"Buzzards Bay","MA",806,428,"22.08437%",53.44815,25,9
"468",2543,91.34037,0,1312,"Woods Hole","MA",567,185,"63.8448%",76.20824,25,9
"469",2554,82.33581,0,2620,"Nantucket","MA",6976,2114,"38.43177%",87.32938,25,9
"470",2556,88.47836,0,1723,"North Falmouth","MA",2510,963,"44.14343%",97.36128,25,9
"471",2558,25.80594,0,14593,"Onset","MA",1330,497,"13.00752%",53.9385,25,9
"472",2559,79.92883,0,2974,"Pocasset","MA",2439,866,"36.61337%",84.23952,25,9
"473",2563,80.2402,0,2935,"Sandwich","MA",7373,3001,"37.78652%",82.96722,25,9
"474",2568,74.06513,0,3885,"Vineyard Haven","MA",6745,2408,"36.47146%",71.22366,25,9
"475",2571,45.82703,0,9164,"Wareham","MA",7188,2735,"19.05954%",60.74586,25,9
"476",2575,96.26634,1,NA,"West Tisbury","MA",307,125,"64.16938%",113.0133,25,9
"477",2576,29.2739,0,13518,"West Wareham","MA",2230,875,"10.71749%",60.71318,25,9
"478",2601,34.57653,0,11914,"Hyannis","MA",11478,3841,"18.26973%",52.16278,25,9
"479",2630,86.96635,0,1926,"Barnstable","MA",1350,521,"46.81481%",87.21169,25,9
"480",2631,78.92596,0,3122,"Brewster","MA",7438,2814,"40.45442%",75.04447,25,9
"481",2632,74.42149,0,3827,"Centerville","MA",8448,3177,"34.25663%",75.83295,25,9
"482",2633,84.1301,0,2344,"Chatham","MA",3393,1226,"46.83171%",77.8022,25,9
"483",2635,85.31434,0,2174,"Cotuit","MA",2638,1007,"45.4511%",83.91653,25,9
"484",2638,79.4695,0,3043,"Dennis","MA",3055,1184,"39.08347%",78.77505,25,9
"485",2639,41.42662,0,10185,"Dennis Port","MA",2454,892,"20.90465%",53.58283,25,9
"486",2642,70.53568,0,4412,"Eastham","MA",4201,1631,"35.27732%",67.03934,25,9
"487",2644,72.70586,0,4085,"Forestdale","MA",2285,1005,"26.34573%",86.14338,25,9
"488",2645,65.48,0,5223,"Harwich","MA",7275,2712,"29.84192%",67.50877,25,9
"489",2646,73.98252,0,3900,"Harwich Port","MA",1619,540,"40.58061%",63.87103,25,9
"490",2647,68.41237,0,NA,"Hyannis Port","MA",69,20,"57.97101%",24.10953,25,9
"491",2648,72.25494,0,4161,"Marstons Mills","MA",4819,2125,"30.64951%",78.03234,25,9
"492",2649,71.79514,0,4225,"Mashpee","MA",9153,3638,"32.40468%",74.06116,25,9
"493",2650,76.15589,0,3571,"North Chatham","MA",959,246,"32.01251%",83.23397,25,9
"494",2652,69.77372,0,4536,"North Truro","MA",1041,331,"36.02305%",64.23585,25,9
"495",2653,84.37262,0,2309,"Orleans","MA",5243,1786,"44.85981%",81.89368,25,9
"496",2655,83.51806,0,2434,"Osterville","MA",3282,1274,"43.93663%",81.31703,25,9
"497",2657,64.39632,0,5414,"Provincetown","MA",2999,457,"37.91264%",51.88426,25,9
"498",2659,68.55561,0,4729,"South Chatham","MA",955,360,"38.42932%",58.06398,25,9
"499",2660,65.04601,0,5302,"South Dennis","MA",5658,2181,"29.86921%",66.75429,25,9
"500",2664,52.59872,0,7644,"South Yarmouth","MA",7705,2681,"24.07528%",59.79393,25,9
"501",2666,82.98235,0,2513,"Truro","MA",583,189,"48.3705%",72.18998,25,9
"502",2667,75.08241,0,3726,"Wellfleet","MA",2137,741,"40.33692%",66.67452,25,9
"503",2668,89.90578,0,1531,"West Barnstable","MA",2269,981,"47.64213%",96.23151,25,9
"504",2669,84.53715,0,NA,"West Chatham","MA",151,55,"46.35762%",80.0905,25,9
"505",2670,68.71224,0,4705,"West Dennis","MA",1377,380,"35.43936%",63.4186,25,9
"506",2671,78.50569,0,3185,"West Harwich","MA",809,307,"42.52163%",70.63393,25,9
"507",2672,88.03554,0,NA,"West Hyannisport","MA",182,64,"40.65934%",101.7247,25,9
"508",2673,48.42217,0,8595,"West Yarmouth","MA",6209,2264,"21.42052%",59.43696,25,9
"509",2675,79.2889,0,3066,"Yarmouth Port","MA",5549,2094,"37.77257%",80.63577,25,9
"510",2702,74.91348,0,3755,"Assonet","MA",2696,1134,"23.99852%",94.50025,25,4
"511",2703,64.76996,0,5346,"Attleboro","MA",28635,11035,"23.51318%",77.29485,25,4
"512",2713,15.86236,0,NA,"Cuttyhunk","MA",46,21,"17.3913%",37.5935,25,9
"513",2715,71.55403,0,4256,"Dighton","MA",1427,577,"22.42467%",90.91874,25,4
"514",2717,64.07085,0,5475,"East Freetown","MA",2987,1279,"19.61835%",82.82731,25,4
"515",2718,56.439,0,6878,"East Taunton","MA",4304,1833,"17.0539%",76.75743,25,4
"516",2719,49.57199,0,8330,"Fairhaven","MA",11663,4288,"16.94247%",68.38486,25,9
"517",2720,39.69611,0,10633,"Fall River","MA",21752,7958,"16.80765%",59.00806,25,9
"518",2720,39.69611,0,10633,"Fall River","MA",21752,7958,"16.80765%",59.00806,25,4
"519",2721,7.224372,0,21292,"Fall River","MA",17007,6849,"7.50867%",44.26095,25,9
"520",2721,7.224372,0,21292,"Fall River","MA",17007,6849,"7.50867%",44.26095,25,4
"521",2723,7.477036,0,21174,"Fall River","MA",10433,4191,"7.05454%",45.50448,25,9
"522",2723,7.477036,0,21174,"Fall River","MA",10433,4191,"7.05454%",45.50448,25,4
"523",2724,7.993299,0,21022,"Fall River","MA",11649,4602,"6.71302%",46.59109,25,9
"524",2725,49.12904,0,8431,"Somerset","MA",2080,817,"15.19231%",70.92815,25,4
"525",2726,62.57603,0,5723,"Somerset","MA",11236,4452,"20.57672%",79.12418,25,4
"526",2738,90.58527,0,1423,"Marion","MA",3632,1444,"49.25661%",97.10892,25,9
"527",2739,85.56422,0,2131,"Mattapoisett","MA",4518,1773,"42.89509%",89.23847,25,9
"528",2740,16.02903,0,17845,"New Bedford","MA",28822,10869,"12.2233%",46.72316,25,9
"529",2743,50.69958,0,8066,"Acushnet","MA",7035,2808,"13.03483%",76.53121,25,9
"530",2744,3.831071,0,22647,"New Bedford","MA",7492,3048,"7.26108%",37.85764,25,9
"531",2745,29.65615,0,13408,"New Bedford","MA",16369,6610,"12.82302%",57.33172,25,9
"532",2746,0.8856336,0,23627,"New Bedford","MA",9116,3795,"5.07898%",30.71029,25,9
"533",2747,62.18066,0,5802,"North Dartmouth","MA",11880,4655,"20.11784%",79.23271,25,9
"534",2748,72.91473,0,4058,"South Dartmouth","MA",8226,3192,"30.7683%",78.79205,25,9
"535",2760,79.73755,0,3004,"North Attleboro","MA",16578,6613,"32.64568%",90.64806,25,4
"536",2762,76.18764,0,3562,"Plainville","MA",5226,2039,"28.3008%",89.75366,25,4
"537",2763,86.78364,0,1945,"Attleboro Falls","MA",1463,670,"42.72044%",93.71177,25,4
"538",2764,70.61383,0,4400,"North Dighton","MA",2700,1136,"26.51852%",82.27027,25,4
"539",2766,79.83236,0,2989,"Norton","MA",10869,4449,"30.8216%",93.94845,25,4
"540",2767,72.45714,0,4129,"Raynham","MA",7899,3185,"23.48399%",90.7056,25,8
"541",2767,72.45714,0,4129,"Raynham","MA",7899,3185,"23.48399%",90.7056,25,4
"542",2769,80.79553,0,2850,"Rehoboth","MA",6838,2870,"32.17315%",94.04652,25,4
"543",2770,76.5113,0,3516,"Rochester","MA",2933,1253,"28.57143%",89.81643,25,9
"544",2771,70.04576,0,4494,"Seekonk","MA",9213,3879,"26.24552%",81.54324,25,4
"545",2777,59.04814,0,6364,"Swansea","MA",11372,4583,"17.50791%",79.34909,25,4
"546",2779,69.80808,0,4532,"Berkley","MA",3700,1572,"20.78378%",90.51469,25,4
"547",2780,45.17265,0,9327,"Taunton","MA",33698,12815,"14.88812%",67.27602,25,4
"548",2790,71.15253,0,4313,"Westport","MA",10442,4232,"25.58897%",84.91554,25,9
"549",2790,71.15253,0,4313,"Westport","MA",10442,4232,"25.58897%",84.91554,25,4
"550",2804,61.79834,0,5863,"Ashaway","RI",1877,805,"21.15077%",76.8725,44,2
"551",2806,93.94189,0,939,"Barrington","RI",11195,4746,"53.21125%",110.6975,44,1
"552",2807,84.90789,0,2227,"Block Island","RI",774,251,"48.06201%",78.25201,44,2
"553",2808,41.98271,0,10038,"Bradford","RI",1363,559,"16.21423%",62.24699,44,2
"554",2809,64.13475,0,5463,"Bristol","RI",14994,5664,"26.2505%",71.46819,44,1
"555",2812,80.63332,0,2873,"Carolina","RI",821,371,"32.76492%",92.63561,44,2
"556",2813,68.99306,0,4655,"Charlestown","RI",5637,2263,"29.46603%",74.35798,44,2
"557",2814,69.53099,0,4577,"Chepachet","RI",4972,2110,"26.40789%",80.46447,44,2
"558",2814,69.53099,0,4577,"Chepachet","RI",4972,2110,"26.40789%",80.46447,44,1
"559",2815,68.44911,0,NA,"Clayville","RI",182,82,"28.57143%",74.8431,44,2
"560",2816,60.81544,0,6028,"Coventry","RI",21598,8643,"19.43236%",78.57368,44,2
"561",2817,78.86172,0,3134,"West Greenwich","RI",3348,1461,"29.80884%",93.27372,44,2
"562",2818,92.91318,0,1085,"East Greenwich","RI",12901,5093,"51.16658%",106.6505,44,2
"563",2822,80.55231,0,2884,"Exeter","RI",3811,1476,"30.28077%",96.77809,44,2
"564",2825,74.21182,0,3857,"Foster","RI",3465,1458,"28.48485%",85.33267,44,2
"565",2827,69.27966,0,4620,"Greene","RI",1567,652,"24.31398%",83.54126,44,2
"566",2828,79.53674,0,3035,"Greenville","RI",5275,1976,"32.15166%",90.8782,44,1
"567",2828,79.53674,0,3035,"Greenville","RI",5275,1976,"32.15166%",90.8782,44,2
